Site,Date,UpperDepth,LowerDepth,Variable,Value,Unit,MethodID
Lacawac,7/6/2018,1,1,temp,28.7,DegreesCelsius,Method144
Lacawac,9/3/1990,12,12,temp,8.8,DegreesCelsius,Method002
Waynewood,8/18/1993,11,11,temp,6.6,DegreesCelsius,Method002
Giles,1/20/1993,8,8,temp,2.8,DegreesCelsius,Method002
Lacawac,9/20/2000,1,1,temp,20.6,DegreesCelsius,Method002
Waynewood,6/15/2016,6,6,temp,9.3,DegreesCelsius,Method002
Waynewood,2/22/1992,2,2,temp,3.3,DegreesCelsius,Method002
Waynewood,4/11/1997,12,12,temp,5.1,DegreesCelsius,Method002
Giles,6/10/2008,8,8,temp,12.1,DegreesCelsius,Method002
Waynewood,8/18/1993,1,1,temp,22.9,DegreesCelsius,Method002
Lacawac,7/10/2009,6,6,temp,10.5,DegreesCelsius,Method002
Lacawac,5/16/2017,11,11,temp,6.1,DegreesCelsius,Method144
Waynewood,9/8/1991,0,0,temp,23.5,DegreesCelsius,Method002
Lacawac,7/17/1991,8,8,temp,8.7,DegreesCelsius,Method002
Giles,6/5/1990,21,21,temp,7.5,DegreesCelsius,Method002
Lacawac,4/10/1992,9,9,temp,4.3,DegreesCelsius,Method002
Lacawac,10/14/2016,5,5,temp,14.7,DegreesCelsius,Method144
Lacawac,4/12/1991,-1,-1,temp,10.2,DegreesCelsius,Method002
Waynewood,2/22/1992,6,6,temp,3.3,DegreesCelsius,Method002
Lacawac,9/7/1991,0,0,temp,23.2,DegreesCelsius,Method002
Waynewood,7/15/1992,3,3,temp,22.8,DegreesCelsius,Method002
Lacawac,6/22/2015,9,9,temp,5.9,DegreesCelsius,Method002
Waynewood,6/15/2016,9,9,temp,7.1,DegreesCelsius,Method002
Giles,8/2/2013,17,17,temp,5.6,DegreesCelsius,Method002
Lacawac,8/14/2018,12,12,temp,6.4,DegreesCelsius,Method144
Lacawac,6/15/2014,11,11,temp,6.6,DegreesCelsius,Method002
Giles,11/19/1990,16,16,temp,7.9,DegreesCelsius,Method002
Lacawac,6/2/2011,9,9,temp,6.2,DegreesCelsius,Method002
Waynewood,6/12/2013,0,0,temp,20.5,DegreesCelsius,Method002
Waynewood,5/17/1991,1,1,temp,23,DegreesCelsius,Method002
Giles,9/3/1990,15,15,temp,12.2,DegreesCelsius,Method002
Waynewood,7/12/1996,12,12,temp,7,DegreesCelsius,Method002
Lacawac,3/17/1991,7,7,temp,3.4,DegreesCelsius,Method002
Lacawac,6/22/2007,0,0,temp,21.5,DegreesCelsius,Method002
Giles,7/5/1994,1,1,temp,22.9,DegreesCelsius,Method002
Giles,7/15/2015,18,18,temp,5.1,DegreesCelsius,Method002
Waynewood,1/26/1990,8,8,temp,3.8,DegreesCelsius,Method002
Giles,10/16/2009,17,17,temp,7.1,DegreesCelsius,Method002
Waynewood,11/20/1997,12,12,temp,5.2,DegreesCelsius,Method002
Lacawac,7/19/1988,1,1,temp,23,DegreesCelsius,Method002
Giles,8/1/1989,1,1,temp,22.7,DegreesCelsius,Method002
Waynewood,7/1/1992,10,10,temp,4.7,DegreesCelsius,Method002
Lacawac,7/15/2013,2,2,temp,26.2,DegreesCelsius,Method002
Lacawac,6/21/1994,8,8,temp,7.2,DegreesCelsius,Method002
Lacawac,8/10/2010,1,1,temp,25.3,DegreesCelsius,Method002
Waynewood,7/12/1996,11,11,temp,7,DegreesCelsius,Method002
Lacawac,11/16/1993,4,4,temp,7.3,DegreesCelsius,Method002
Giles,7/5/1989,4,4,temp,22.4,DegreesCelsius,Method002
Waynewood,6/13/1996,-1,-1,temp,20.8,DegreesCelsius,Method002
Giles,4/21/1997,14,14,temp,6.6,DegreesCelsius,Method002
Giles,9/11/1989,13,13,temp,13.6,DegreesCelsius,Method002
Giles,4/17/2006,11,11,temp,5.9,DegreesCelsius,Method002
Giles,4/17/2006,10,10,temp,6,DegreesCelsius,Method002
Giles,8/26/1991,3,3,temp,23.1,DegreesCelsius,Method002
Giles,7/5/1994,20,20,temp,6.9,DegreesCelsius,Method002
Waynewood,12/13/1990,4,4,temp,3.3,DegreesCelsius,Method002
Giles,9/11/1989,12,12,temp,14.7,DegreesCelsius,Method002
Lacawac,7/17/1991,9,9,temp,7.8,DegreesCelsius,Method002
Giles,6/17/1991,18,18,temp,6.9,DegreesCelsius,Method002
Giles,7/5/1994,18,18,temp,7.6,DegreesCelsius,Method002
Lacawac,9/7/1991,10,10,temp,7.3,DegreesCelsius,Method002
Waynewood,7/9/2012,7,7,temp,9,DegreesCelsius,Method002
Lacawac,6/15/2014,11,11,temp,6.3,DegreesCelsius,Method002
Lacawac,8/12/1992,-1,-1,temp,26.2,DegreesCelsius,Method002
Giles,10/15/2010,10,10,temp,15.3,DegreesCelsius,Method002
Giles,8/22/2000,2,2,temp,21.2,DegreesCelsius,Method002
Giles,6/9/2011,21,21,temp,5.1,DegreesCelsius,Method002
Lacawac,7/18/1996,3,3,temp,22.8,DegreesCelsius,Method002
Waynewood,8/7/1996,6,6,temp,10.9,DegreesCelsius,Method002
Waynewood,7/12/1996,1,1,temp,23,DegreesCelsius,Method002
Lacawac,7/22/2016,2,2,temp,25.7,DegreesCelsius,Method144
Giles,4/19/2012,8,8,temp,8.8,DegreesCelsius,Method002
Lacawac,3/17/1991,6,6,temp,3.4,DegreesCelsius,Method002
Lacawac,9/18/1990,13,13,temp,7.1,DegreesCelsius,Method002
Giles,12/13/1990,0,0,temp,4.9,DegreesCelsius,Method002
Giles,8/6/1996,9,9,temp,19,DegreesCelsius,Method002
Waynewood,6/16/2014,10,10,temp,6.8,DegreesCelsius,Method002
Giles,10/23/2015,19,19,temp,5.4,DegreesCelsius,Method002
Giles,11/12/1989,5,5,temp,10.4,DegreesCelsius,Method002
Waynewood,6/15/2016,5,5,temp,12.1,DegreesCelsius,Method002
Lacawac,6/15/2005,7,7,temp,6.3,DegreesCelsius,Method002
Lacawac,4/7/2017,8,8,temp,5.6,DegreesCelsius,Method144
Waynewood,2/22/1992,0,0,temp,3.2,DegreesCelsius,Method002
Lacawac,6/15/2013,7,7,temp,7.4,DegreesCelsius,Method002
Lacawac,7/16/1992,4,4,temp,18,DegreesCelsius,Method002
Giles,7/28/2015,2,2,temp,24.5,DegreesCelsius,Method002
Giles,11/12/1997,6,6,temp,10.1,DegreesCelsius,Method002
Lacawac,5/13/2006,6,6,temp,8.4,DegreesCelsius,Method002
Giles,7/26/1995,3,3,temp,25,DegreesCelsius,Method002
Waynewood,8/4/1997,2,2,temp,24,DegreesCelsius,Method002
Giles,4/21/1997,16,16,temp,6.6,DegreesCelsius,Method002
Giles,7/24/2003,9,9,temp,12.7,DegreesCelsius,Method002
Giles,11/16/1993,20,20,temp,8.7,DegreesCelsius,Method002
Waynewood,7/7/2017,7.5,7.5,temp,6.7,DegreesCelsius,Method144
Giles,6/15/2018,16,16,temp,5.8,DegreesCelsius,Method144
Giles,8/25/1992,11,11,temp,15,DegreesCelsius,Method002
Giles,7/6/2016,17,17,temp,7.1,DegreesCelsius,Method002
Giles,4/19/1993,9,9,temp,5.7,DegreesCelsius,Method002
Waynewood,7/2/1991,8,8,temp,7.5,DegreesCelsius,Method002
Giles,7/29/1991,3,3,temp,24,DegreesCelsius,Method002
Giles,11/19/1990,19,19,temp,7.9,DegreesCelsius,Method002
Lacawac,5/16/2017,2,2,temp,15.2,DegreesCelsius,Method144
Waynewood,6/11/1997,2,2,temp,20.2,DegreesCelsius,Method002
Lacawac,5/18/2015,10,10,temp,5.1,DegreesCelsius,Method002
Giles,7/10/2009,8,8,temp,13.7,DegreesCelsius,Method002
Giles,3/22/1993,17,17,temp,4.1,DegreesCelsius,Method002
Waynewood,6/3/2014,10,10,temp,6.6,DegreesCelsius,Method002
Lacawac,9/13/2017,9,9,temp,6.8,DegreesCelsius,Method144
Giles,10/23/2015,16,16,temp,5.7,DegreesCelsius,Method002
Giles,8/15/2017,5,5,temp,23.4,DegreesCelsius,Method144
Giles,3/17/1991,-1,-1,temp,12.3,DegreesCelsius,Method002
Lacawac,6/28/2016,10,10,temp,7.2,DegreesCelsius,Method002
Giles,7/3/1990,10,10,temp,14,DegreesCelsius,Method002
Giles,7/15/1991,13,13,temp,11.4,DegreesCelsius,Method002
Giles,6/3/2015,14,14,temp,5.7,DegreesCelsius,Method002
Giles,7/15/1991,14,14,temp,11.1,DegreesCelsius,Method002
Giles,9/14/2009,13,13,temp,8.5,DegreesCelsius,Method002
Lacawac,3/23/1995,3,3,temp,3.5,DegreesCelsius,Method002
Giles,8/29/1989,13,13,temp,12.5,DegreesCelsius,Method002
Lacawac,7/14/2015,6,6,temp,10.3,DegreesCelsius,Method002
Lacawac,6/22/1993,9,9,temp,7,DegreesCelsius,Method002
Giles,8/23/1995,13,13,temp,13,DegreesCelsius,Method002
Lacawac,6/15/2014,1,1,temp,20.8,DegreesCelsius,Method002
Lacawac,7/25/1995,6,6,temp,13,DegreesCelsius,Method002
Lacawac,7/25/1995,6,6,temp,15.8,DegreesCelsius,Method004
Waynewood,2/18/1993,11,11,temp,4.5,DegreesCelsius,Method002
Lacawac,6/20/1989,11,11,temp,8.4,DegreesCelsius,Method002
Giles,11/22/1991,22,22,temp,8.4,DegreesCelsius,Method002
Giles,9/23/1992,9,9,temp,19.7,DegreesCelsius,Method002
Giles,2/21/1992,12,12,temp,2.5,DegreesCelsius,Method002
Giles,7/20/1993,22,22,temp,8.5,DegreesCelsius,Method002
Giles,4/30/2013,5,5,temp,10.9,DegreesCelsius,Method002
Lacawac,10/18/1994,0,0,temp,13.7,DegreesCelsius,Method002
Giles,7/24/2003,8,8,temp,12.6,DegreesCelsius,Method002
Giles,4/13/1991,5,5,temp,8.3,DegreesCelsius,Method002
Giles,9/11/1996,20,20,temp,7.9,DegreesCelsius,Method002
Giles,6/12/2013,21,21,temp,5,DegreesCelsius,Method002
Lacawac,9/7/1991,2,2,temp,22.1,DegreesCelsius,Method002
Giles,8/26/1991,8,8,temp,22.9,DegreesCelsius,Method002
Waynewood,8/14/2018,10,10,temp,6.6,DegreesCelsius,Method144
Lacawac,8/10/2010,11,11,temp,6.7,DegreesCelsius,Method002
Giles,7/29/1991,4,4,temp,24,DegreesCelsius,Method002
Lacawac,12/13/1990,5,5,temp,3.1,DegreesCelsius,Method002
Waynewood,8/14/1989,5,5,temp,13.3,DegreesCelsius,Method002
Waynewood,6/19/1990,11,11,temp,7.2,DegreesCelsius,Method002
Lacawac,8/14/1991,7,7,temp,12.4,DegreesCelsius,Method002
Lacawac,6/19/2012,1,1,temp,22.3,DegreesCelsius,Method002
Lacawac,8/23/1995,10,10,temp,7.9,DegreesCelsius,Method004
Waynewood,6/3/2014,9,9,temp,6.9,DegreesCelsius,Method002
Lacawac,4/9/2005,8,8,temp,4.5,DegreesCelsius,Method002
Lacawac,6/6/1989,10,10,temp,8,DegreesCelsius,Method002
Lacawac,4/9/2005,6,6,temp,5.3,DegreesCelsius,Method002
Lacawac,4/9/2005,5,5,temp,5.6,DegreesCelsius,Method002
Waynewood,6/14/2018,0,0,temp,20.3,DegreesCelsius,Method144
Giles,6/22/2015,19,19,temp,5.1,DegreesCelsius,Method002
Giles,4/17/2006,0,0,temp,9.2,DegreesCelsius,Method002
Lacawac,7/13/2011,11,11,temp,6.3,DegreesCelsius,Method002
Lacawac,11/23/1991,12,12,temp,5.6,DegreesCelsius,Method002
Giles,6/9/2011,20,20,temp,5.2,DegreesCelsius,Method002
Lacawac,11/23/1991,11,11,temp,5.6,DegreesCelsius,Method002
Giles,11/16/1993,6,6,temp,9.2,DegreesCelsius,Method002
Waynewood,6/17/2012,5,5,temp,10.3,DegreesCelsius,Method002
Lacawac,7/30/1992,7,7,temp,10.5,DegreesCelsius,Method002
Lacawac,8/14/2018,8,8,temp,7.4,DegreesCelsius,Method144
Lacawac,6/15/2005,6,6,temp,7.9,DegreesCelsius,Method002
Giles,6/17/1991,15,15,temp,8.3,DegreesCelsius,Method002
Lacawac,11/16/1993,7,7,temp,6.4,DegreesCelsius,Method002
Lacawac,6/15/1997,7,7,temp,10.4,DegreesCelsius,Method002
Waynewood,7/14/2014,10,10,temp,7,DegreesCelsius,Method002
Lacawac,2/22/1992,4,4,temp,3.5,DegreesCelsius,Method002
Waynewood,8/28/1989,11,11,temp,7.8,DegreesCelsius,Method002
Giles,6/15/2018,10,10,temp,7.6,DegreesCelsius,Method144
Giles,11/19/1992,17,17,temp,7.4,DegreesCelsius,Method002
Giles,9/21/1991,15,15,temp,11,DegreesCelsius,Method002
Giles,6/21/1988,16,16,temp,5,DegreesCelsius,Method002
Lacawac,11/17/1995,5,5,temp,10.2,DegreesCelsius,Method002
Giles,5/17/2010,16,16,temp,5.3,DegreesCelsius,Method002
Giles,4/21/1997,15,15,temp,6.6,DegreesCelsius,Method002
Waynewood,12/18/1991,1,1,temp,2.7,DegreesCelsius,Method002
Giles,10/9/2015,13,13,temp,7.5,DegreesCelsius,Method002
Giles,9/8/1997,5,5,temp,20.8,DegreesCelsius,Method002
Lacawac,8/4/2018,8,8,temp,7.3,DegreesCelsius,Method144
Lacawac,11/23/1991,3,3,temp,7.1,DegreesCelsius,Method002
Lacawac,8/28/1989,11,11,temp,8.4,DegreesCelsius,Method002
Giles,8/2/1988,18,18,temp,4.5,DegreesCelsius,Method002
Waynewood,7/1/1992,6,6,temp,7.2,DegreesCelsius,Method002
Giles,9/3/1990,19,19,temp,10.1,DegreesCelsius,Method002
Waynewood,11/19/1990,4,4,temp,5.5,DegreesCelsius,Method002
Giles,11/16/1993,18,18,temp,8.7,DegreesCelsius,Method002
Lacawac,6/30/2011,2,2,temp,23.4,DegreesCelsius,Method002
Lacawac,7/16/1992,10,10,temp,6.6,DegreesCelsius,Method002
Waynewood,9/14/1990,11,11,temp,8.2,DegreesCelsius,Method002
Giles,5/17/2010,8,8,temp,10.2,DegreesCelsius,Method002
Waynewood,11/12/1996,3,3,temp,8,DegreesCelsius,Method002
Waynewood,8/16/2017,8,8,temp,6.6,DegreesCelsius,Method144
Giles,10/9/1989,16,16,temp,11.6,DegreesCelsius,Method002
Waynewood,6/16/2017,9,9,temp,5.9,DegreesCelsius,Method144
Giles,10/3/1996,11,11,temp,17,DegreesCelsius,Method002
Lacawac,6/19/2012,11,11,temp,8.2,DegreesCelsius,Method002
Giles,11/22/1994,8,8,temp,10,DegreesCelsius,Method002
Giles,8/15/1989,16,16,temp,9.8,DegreesCelsius,Method002
Giles,5/17/2010,3,3,temp,14.7,DegreesCelsius,Method002
Giles,5/13/2012,4,4,temp,14.2,DegreesCelsius,Method002
Giles,11/12/1989,22,22,temp,9.2,DegreesCelsius,Method002
Giles,7/15/2015,9,9,temp,9.9,DegreesCelsius,Method002
Giles,7/15/2016,18,18,temp,7,DegreesCelsius,Method144
Giles,10/12/1995,12,12,temp,17.1,DegreesCelsius,Method002
Lacawac,5/8/1996,8,8,temp,6.7,DegreesCelsius,Method002
Giles,11/10/1995,7,7,temp,10.2,DegreesCelsius,Method002
Lacawac,9/14/1996,5,5,temp,18.5,DegreesCelsius,Method002
Lacawac,8/26/1992,13,13,temp,6.6,DegreesCelsius,Method002
Giles,4/29/1990,9,9,temp,8.5,DegreesCelsius,Method002
Giles,10/9/2015,0,0,temp,17.1,DegreesCelsius,Method002
Lacawac,7/8/2016,1,1,temp,26,DegreesCelsius,Method002
Giles,4/19/2012,9,9,temp,8.6,DegreesCelsius,Method002
Giles,6/16/2014,14,14,temp,5.9,DegreesCelsius,Method002
Giles,7/6/1993,12,12,temp,13.1,DegreesCelsius,Method002
Giles,9/8/1997,7,7,temp,20.8,DegreesCelsius,Method002
Giles,9/8/1997,6,6,temp,20.8,DegreesCelsius,Method002
Giles,5/17/2010,14,14,temp,5.6,DegreesCelsius,Method002
Giles,5/19/2009,2,2,temp,14.2,DegreesCelsius,Method002
Giles,5/9/1994,4,4,temp,12.8,DegreesCelsius,Method002
Waynewood,1/19/1991,2,2,temp,3.3,DegreesCelsius,Method002
Waynewood,8/11/1992,1,1,temp,23.4,DegreesCelsius,Method002
Giles,5/21/2018,18,18,temp,5.3,DegreesCelsius,Method144
Giles,9/12/2018,2,2,temp,21.5,DegreesCelsius,Method144
Lacawac,7/26/1988,6,6,temp,9.2,DegreesCelsius,Method002
Giles,9/12/2018,1,1,temp,21.5,DegreesCelsius,Method144
Waynewood,7/16/1991,8,8,temp,7.5,DegreesCelsius,Method002
Lacawac,10/8/1989,3,3,temp,13.7,DegreesCelsius,Method002
Giles,9/11/1989,9,9,temp,21.4,DegreesCelsius,Method002
Waynewood,6/12/2013,6,6,temp,8.9,DegreesCelsius,Method002
Lacawac,6/22/2006,2,2,temp,24.1,DegreesCelsius,Method002
Lacawac,5/17/2012,10,10,temp,8.1,DegreesCelsius,Method002
Lacawac,7/26/1988,2,2,temp,20,DegreesCelsius,Method002
Lacawac,5/17/1991,0,0,temp,22.2,DegreesCelsius,Method002
Lacawac,6/1/2017,1,1,temp,17.5,DegreesCelsius,Method144
Lacawac,7/14/2018,12,12,temp,6.2,DegreesCelsius,Method144
Lacawac,7/16/2016,7,7,temp,8.7,DegreesCelsius,Method002
Waynewood,7/12/2017,10,10,temp,5.9,DegreesCelsius,Method144
Lacawac,10/15/1992,2,2,temp,13.2,DegreesCelsius,Method002
Lacawac,7/3/1991,4,4,temp,21.7,DegreesCelsius,Method002
Waynewood,7/29/1992,11,11,temp,6.3,DegreesCelsius,Method002
Giles,8/15/2017,9,9,temp,12.3,DegreesCelsius,Method144
Lacawac,8/28/1989,8,8,temp,9.4,DegreesCelsius,Method002
Lacawac,6/2/2011,6,6,temp,7.9,DegreesCelsius,Method002
Giles,7/11/2012,19,19,temp,6.2,DegreesCelsius,Method002
Lacawac,9/14/2009,7,7,temp,9.8,DegreesCelsius,Method002
Giles,4/21/1997,19,19,temp,6.6,DegreesCelsius,Method002
Lacawac,12/28/1989,9,9,temp,3.8,DegreesCelsius,Method002
Waynewood,6/13/1996,5,5,temp,11.6,DegreesCelsius,Method002
Giles,7/15/2016,15,15,temp,7.7,DegreesCelsius,Method002
Giles,6/3/1991,1,1,temp,22.7,DegreesCelsius,Method002
Lacawac,5/13/2012,12,12,temp,8,DegreesCelsius,Method002
Waynewood,9/26/1997,0,0,temp,17.6,DegreesCelsius,Method002
Waynewood,6/17/2012,8,8,temp,8.3,DegreesCelsius,Method002
Giles,4/26/1994,10,10,temp,7.2,DegreesCelsius,Method002
Lacawac,8/2/1994,3,3,temp,25.2,DegreesCelsius,Method002
Lacawac,10/20/1990,0,0,temp,14.5,DegreesCelsius,Method002
Giles,7/29/1991,13,13,temp,12.4,DegreesCelsius,Method002
Giles,8/22/2000,11,11,temp,13.5,DegreesCelsius,Method002
Giles,10/11/1991,-1,-1,temp,11.2,DegreesCelsius,Method002
Waynewood,8/14/2018,9,9,temp,7,DegreesCelsius,Method144
Lacawac,8/10/2010,6,6,temp,10.6,DegreesCelsius,Method002
Giles,7/6/1988,13,13,temp,7,DegreesCelsius,Method002
Lacawac,8/13/2007,7,7,temp,9.2,DegreesCelsius,Method002
Waynewood,5/19/2016,1,1,temp,15.6,DegreesCelsius,Method002
Waynewood,9/10/1992,9,9,temp,7,DegreesCelsius,Method002
Waynewood,8/14/2018,11,11,temp,6.5,DegreesCelsius,Method144
Giles,4/19/1993,12,12,temp,5.4,DegreesCelsius,Method002
Giles,5/25/1994,0,0,temp,17.7,DegreesCelsius,Method002
Giles,1/26/1990,4,4,temp,4.1,DegreesCelsius,Method002
Giles,6/6/2018,19,19,temp,5.4,DegreesCelsius,Method144
Waynewood,11/16/1993,5,5,temp,6.7,DegreesCelsius,Method002
Lacawac,4/12/1991,7,7,temp,6.3,DegreesCelsius,Method002
Giles,4/19/1993,10,10,temp,5.6,DegreesCelsius,Method002
Giles,6/13/1996,9,9,temp,11.5,DegreesCelsius,Method002
Lacawac,6/14/2012,10,10,temp,8.2,DegreesCelsius,Method002
Lacawac,8/13/2007,2,2,temp,25.3,DegreesCelsius,Method002
Lacawac,4/12/1991,6,6,temp,7,DegreesCelsius,Method002
Waynewood,5/17/1991,3,3,temp,15.2,DegreesCelsius,Method002
Giles,6/11/1997,0,0,temp,18.8,DegreesCelsius,Method002
Lacawac,7/30/2018,6,6,temp,9.9,DegreesCelsius,Method144
Giles,5/17/2017,8,8,temp,8.4,DegreesCelsius,Method144
Giles,8/13/2008,18,18,temp,5.8,DegreesCelsius,Method002
Lacawac,6/15/2013,9,9,temp,5.8,DegreesCelsius,Method002
Waynewood,6/14/2018,2,2,temp,20.2,DegreesCelsius,Method144
Lacawac,8/27/1991,2,2,temp,23,DegreesCelsius,Method002
Giles,11/22/1991,23,23,temp,8.4,DegreesCelsius,Method002
Lacawac,4/20/1993,12,12,temp,4.7,DegreesCelsius,Method002
Giles,1/19/1991,11,11,temp,3.8,DegreesCelsius,Method002
Lacawac,6/28/2016,9,9,temp,7.3,DegreesCelsius,Method002
Giles,8/23/1995,10,10,temp,19.3,DegreesCelsius,Method002
Giles,8/2/2013,15,15,temp,6.3,DegreesCelsius,Method002
Lacawac,4/20/1993,10,10,temp,4.9,DegreesCelsius,Method002
Giles,8/22/2000,15,15,temp,9.2,DegreesCelsius,Method002
Lacawac,10/15/1992,8,8,temp,9.9,DegreesCelsius,Method002
Giles,7/1/2013,11,11,temp,8.9,DegreesCelsius,Method002
Lacawac,7/16/1992,-1,-1,temp,24.9,DegreesCelsius,Method002
Waynewood,6/3/2014,8,8,temp,7.3,DegreesCelsius,Method002
Lacawac,8/10/2016,1,1,temp,25.2,DegreesCelsius,Method002
Giles,9/17/2010,14,14,temp,7.8,DegreesCelsius,Method002
Giles,7/15/2013,20,20,temp,5.4,DegreesCelsius,Method002
Waynewood,8/25/1992,5,5,temp,15.3,DegreesCelsius,Method002
Giles,7/26/1995,20,20,temp,8.2,DegreesCelsius,Method002
Giles,9/14/1990,9,9,temp,21.7,DegreesCelsius,Method002
Waynewood,10/8/1989,8,8,temp,8.9,DegreesCelsius,Method002
Waynewood,7/1/1992,5,5,temp,10.1,DegreesCelsius,Method002
Giles,7/24/2003,5,5,temp,23.2,DegreesCelsius,Method002
Giles,9/25/1989,0,0,temp,18.8,DegreesCelsius,Method002
Lacawac,7/12/1988,8,8,temp,5,DegreesCelsius,Method002
Giles,8/25/1992,23,23,temp,7.8,DegreesCelsius,Method002
Lacawac,7/31/1989,11,11,temp,8.3,DegreesCelsius,Method002
Lacawac,5/13/1993,7,7,temp,7.6,DegreesCelsius,Method002
Waynewood,4/11/1997,10,10,temp,6,DegreesCelsius,Method002
Giles,11/16/2015,17,17,temp,5.9,DegreesCelsius,Method002
Giles,6/17/1991,-1,-1,temp,22.5,DegreesCelsius,Method002
Giles,5/9/1994,1,1,temp,12.9,DegreesCelsius,Method002
Lacawac,7/4/2016,4,4,temp,18.2,DegreesCelsius,Method002
Giles,8/2/1988,13,13,temp,8,DegreesCelsius,Method002
Giles,8/2/1988,14,14,temp,7,DegreesCelsius,Method002
Giles,11/16/2015,15,15,temp,6.9,DegreesCelsius,Method002
Giles,11/16/2015,14,14,temp,8.8,DegreesCelsius,Method002
Lacawac,6/16/2018,10,10,temp,6.1,DegreesCelsius,Method144
Lacawac,6/16/2018,11,11,temp,6.1,DegreesCelsius,Method144
Lacawac,4/26/1994,13,13,temp,5.4,DegreesCelsius,Method002
Lacawac,8/28/1989,7,7,temp,10.8,DegreesCelsius,Method002
Lacawac,7/3/1989,10,10,temp,8.5,DegreesCelsius,Method002
Giles,7/26/1995,7,7,temp,23.7,DegreesCelsius,Method002
Giles,3/22/1993,2,2,temp,4.1,DegreesCelsius,Method002
Giles,7/5/1989,9,9,temp,14,DegreesCelsius,Method002
Lacawac,7/10/2009,0,0,temp,25.2,DegreesCelsius,Method002
Giles,2/21/1992,14,14,temp,2.5,DegreesCelsius,Method002
Lacawac,7/10/2015,5,5,temp,13.7,DegreesCelsius,Method002
Giles,7/15/2010,7,7,temp,19.5,DegreesCelsius,Method002
Waynewood,8/4/1997,3,3,temp,23.9,DegreesCelsius,Method002
Waynewood,6/13/1996,10,10,temp,7.3,DegreesCelsius,Method002
Giles,7/13/2011,8,8,temp,12,DegreesCelsius,Method002
Lacawac,4/24/2007,9,9,temp,4.9,DegreesCelsius,Method002
Giles,7/21/2016,13,13,temp,9,DegreesCelsius,Method002
Waynewood,7/31/1989,1,1,temp,23.7,DegreesCelsius,Method002
Waynewood,5/17/1991,7,7,temp,7.4,DegreesCelsius,Method002
Waynewood,8/11/1992,-1,-1,temp,22,DegreesCelsius,Method002
Giles,4/19/2012,0,0,temp,12.5,DegreesCelsius,Method002
Waynewood,6/3/2014,2,2,temp,20.7,DegreesCelsius,Method002
Lacawac,7/26/1988,5,5,temp,11,DegreesCelsius,Method002
Giles,7/15/2013,12,12,temp,7.9,DegreesCelsius,Method002
Lacawac,5/18/2015,11,11,temp,5,DegreesCelsius,Method002
Giles,7/10/2009,9,9,temp,11.5,DegreesCelsius,Method002
Lacawac,7/30/1992,-1,-1,temp,22.8,DegreesCelsius,Method002
Giles,2/21/1992,8,8,temp,2.5,DegreesCelsius,Method002
Giles,10/19/1990,4,4,temp,16.5,DegreesCelsius,Method002
Giles,4/29/1990,4,4,temp,11.3,DegreesCelsius,Method002
Lacawac,7/26/1988,3,3,temp,20.5,DegreesCelsius,Method002
Giles,4/19/1993,23,23,temp,4.9,DegreesCelsius,Method002
Giles,4/9/1992,9,9,temp,3.9,DegreesCelsius,Method002
Giles,7/17/1989,7,7,temp,19.2,DegreesCelsius,Method002
Waynewood,5/27/2015,9,9,temp,5.8,DegreesCelsius,Method002
Giles,8/14/2015,18,18,temp,5.2,DegreesCelsius,Method002
Lacawac,6/7/1994,1,1,temp,21,DegreesCelsius,Method002
Giles,8/14/2015,17,17,temp,5.4,DegreesCelsius,Method002
Waynewood,7/2/1991,10,10,temp,6.7,DegreesCelsius,Method002
Giles,3/22/1993,13,13,temp,4.1,DegreesCelsius,Method002
Waynewood,8/13/2012,5,5,temp,12.8,DegreesCelsius,Method002
Giles,8/2/1988,12,12,temp,9,DegreesCelsius,Method002
Giles,1/25/1992,0,0,temp,1.2,DegreesCelsius,Method002
Giles,5/18/2012,1,1,temp,16.7,DegreesCelsius,Method002
Lacawac,7/1/2013,12,12,temp,5.7,DegreesCelsius,Method002
Waynewood,7/14/2014,9,9,temp,7.3,DegreesCelsius,Method002
Waynewood,4/11/1997,1,1,temp,6.9,DegreesCelsius,Method002
Waynewood,8/17/2014,8,8,temp,8,DegreesCelsius,Method002
Waynewood,8/7/1996,7,7,temp,9,DegreesCelsius,Method002
Lacawac,5/20/2018,10,10,temp,6,DegreesCelsius,Method144
Lacawac,5/13/2006,7,7,temp,7.2,DegreesCelsius,Method002
Lacawac,7/16/1992,2,2,temp,24.3,DegreesCelsius,Method002
Giles,7/1/2013,12,12,temp,7.5,DegreesCelsius,Method002
Giles,2/16/1990,23,23,temp,4.4,DegreesCelsius,Method002
Lacawac,7/31/2018,2,2,temp,24.6,DegreesCelsius,Method144
Giles,10/15/2010,20,20,temp,5.6,DegreesCelsius,Method002
Waynewood,6/20/2012,11,11,temp,7.6,DegreesCelsius,Method002
Lacawac,6/15/1997,4,4,temp,15.7,DegreesCelsius,Method002
Lacawac,11/12/1996,9,9,temp,8,DegreesCelsius,Method002
Lacawac,6/14/2012,2,2,temp,20.6,DegreesCelsius,Method002
Lacawac,10/20/1990,10,10,temp,8.3,DegreesCelsius,Method002
Giles,10/14/1992,19,19,temp,8.9,DegreesCelsius,Method002
Lacawac,10/12/1995,12,12,temp,4.9,DegreesCelsius,Method002
Lacawac,10/12/1995,13,13,temp,4.9,DegreesCelsius,Method002
Giles,12/27/1989,12,12,temp,4,DegreesCelsius,Method002
